search_term,date_searched,url,title,urn,urn_type,country,state,municipality,justice,region,court_class,document_type_full,promulgation_date,document_description
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:livro:2005;000733662,Coletânea de legislação básica,urn:lex:br:rede.virtual.bibliotecas:livro:2005;000733662,legislation,Brasil,,,,,,Livro Rede.Virtual.Bibliotecas 000733662,2005,"Livro Rede.Virtual.Bibliotecas 000733662, promulgada em 2005, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-12-01;1933,ACÓRDÃO TCU 1933/2004,urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-12-01;1933,jurisprudence,Brasil,,,,,"Tribunal Contas Uniao, Plenario",Acórdão número 1933,01-12-2004,"Acórdão número 1933, publicado em 01-12-2004, Tribunal Contas Uniao, Plenario"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2024-06-10;2111400-2445754,AgInt no REsp 2111400 / ES,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2024-06-10;2111400-2445754,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (RESP) número 2111400-2445754,10-06-2024,"Acórdão (RESP) número 2111400-2445754, publicado em 10-06-2024, Superior Tribunal de Justiça, 2ª turma"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:2013-08-26;8083,"Decreto nº 8.083, de 26 de Agosto de 2013",urn:lex:br:federal:decreto:2013-08-26;8083,legislation,Brasil,,,,,,Decreto Federal 8083,26-08-2013,"Decreto Federal 8083, promulgada em 26-08-2013, Brasil"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.5:acordao:2008-03-12;298050,Acórdão nº 298050 do Processo nº20070111258217apc,urn:lex:br;distrito.federal:tribunal.justica.distrito.federal.territorios;turma.civel.5:acordao:2008-03-12;298050,jurisprudence,Brasil,,,Distrito Federal,,"Tribunal Justica Distrito Federal Territorios, civel.5ª turma",Acórdão número 298050,12-03-2008,"Acórdão número 298050, publicado em 12-03-2008, Tribunal Justica Distrito Federal Territorios, civel.5ª turma, Distrito Federal"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2018-05-08;1708181-1780365,REsp 1708181 / RJ,urn:lex:br:superior.tribunal.justica;turma.2:acordao;resp:2018-05-08;1708181-1780365,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (RESP) número 1708181-1780365,08-05-2018,"Acórdão (RESP) número 1708181-1780365, publicado em 08-05-2018, Superior Tribunal de Justiça, 2ª turma"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2023-03-27;2174577-2270166,AgInt no AREsp 2174577 / RJ,urn:lex:br:superior.tribunal.justica;turma.2:acordao;aresp:2023-03-27;2174577-2270166,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (ARESP) número 2174577-2270166,27-03-2023,"Acórdão (ARESP) número 2174577-2270166, publicado em 27-03-2023, Superior Tribunal de Justiça, 2ª turma"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-12-15;2067,ACÓRDÃO TCU 2067/2004,urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-12-15;2067,jurisprudence,Brasil,,,,,"Tribunal Contas Uniao, Plenario",Acórdão número 2067,15-12-2004,"Acórdão número 2067, publicado em 15-12-2004, Tribunal Contas Uniao, Plenario"
ANTT,2025-06-06 12:29:10,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-11-03;1703,ACÓRDÃO TCU 1703/2004,urn:lex:br:tribunal.contas.uniao;plenario:acordao:2004-11-03;1703,jurisprudence,Brasil,,,,,"Tribunal Contas Uniao, Plenario",Acórdão número 1703,03-11-2004,"Acórdão número 1703, publicado em 03-11-2004, Tribunal Contas Uniao, Plenario"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1987-03-26;94148,"Decreto nº 94.148, de 26 de Março de 1987",urn:lex:br:federal:decreto:1987-03-26;94148,legislation,Brasil,,,,,,Decreto Federal 94148,26-03-1987,"Decreto Federal 94148, promulgada em 26-03-1987, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1984-06-28;89874,"Decreto nº 89.874, de 28 de Junho de 1984",urn:lex:br:federal:decreto:1984-06-28;89874,legislation,Brasil,,,,,,Decreto Federal 89874,28-06-1984,"Decreto Federal 89874, promulgada em 28-06-1984, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;tribunal.pleno:acordao:2007-11-20;0095000-42.2006.5.16.0003,ACORDÃO TRT 16ª / Tribunal Pleno / RO 0095000-42.2006.5.16.0003,urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;tribunal.pleno:acordao:2007-11-20;0095000-42.2006.5.16.0003,jurisprudence,Brasil,,,Justiça do Trabalho,16ª região,"Tribunal Regional do Trabalho, Tribunal Pleno",Acórdão número 0095000-42.2006.5.16.0003,20-11-2007,"Acórdão número 0095000-42.2006.5.16.0003, publicado em 20-11-2007, Tribunal Regional do Trabalho, Tribunal Pleno, da 16ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:federal:lei:1983-04-19;7092,"Lei nº 7.092, de 19 de Abril de 1983",urn:lex:br:federal:lei:1983-04-19;7092,legislation,Brasil,,,,,,Lei Federal 7092,19-04-1983,"Lei Federal 7092, promulgada em 19-04-1983, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1990-08-24;99471,"Decreto nº 99.471, de 24 de Agosto de 1990",urn:lex:br:federal:decreto:1990-08-24;99471,legislation,Brasil,,,,,,Decreto Federal 99471,24-08-1990,"Decreto Federal 99471, promulgada em 24-08-1990, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.2:acordao:2011-12-13;0092700-97.2008.5.16.0016,ACORDÃO TRT 16ª / 2ª Turma / RO 0092700-97.2008.5.16.0016,urn:lex:br;justica.trabalho;regiao.16:tribunal.regional.trabalho;turma.2:acordao:2011-12-13;0092700-97.2008.5.16.0016,jurisprudence,Brasil,,,Justiça do Trabalho,16ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0092700-97.2008.5.16.0016,13-12-2011,"Acórdão número 0092700-97.2008.5.16.0016, publicado em 13-12-2011, Tribunal Regional do Trabalho, 2ª turma, da 16ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:capitulo.livro:2004;1000742310,O fenômeno turístico,urn:lex:br:rede.virtual.bibliotecas:capitulo.livro:2004;1000742310,legislation,Brasil,,,,,,Capitulo.Livro Rede.Virtual.Bibliotecas 1000742310,2004,"Capitulo.Livro Rede.Virtual.Bibliotecas 1000742310, promulgada em 2004, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2022-05-11;0010368-78.2021.5.03.0081,Acórdão PJe TRT 3ª / Segunda Turma / 2022-05-11,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2022-05-11;0010368-78.2021.5.03.0081,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 0010368-78.2021.5.03.0081,11-05-2022,"Acórdão número 0010368-78.2021.5.03.0081, publicado em 11-05-2022, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2002-02-05;ro0116199,Acórdão TRT 3ª / Quinta Turma / 2002-02-05,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.5:acordao:2002-02-05;ro0116199,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 5ª turma",Acórdão número ro0116199,05-02-2002,"Acórdão número ro0116199, publicado em 05-02-2002, Tribunal Regional do Trabalho, 5ª turma, da 3ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2005-02-22;00760-2004-100-03-00-0,Acórdão TRT 3ª / Segunda Turma / 2005-02-22,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.2:acordao:2005-02-22;00760-2004-100-03-00-0,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 2ª turma",Acórdão número 00760-2004-100-03-00-0,22-02-2005,"Acórdão número 00760-2004-100-03-00-0, publicado em 22-02-2005, Tribunal Regional do Trabalho, 2ª turma, da 3ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1995-09-18;54387-98531,REsp 54387 / RJ,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1995-09-18;54387-98531,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RESP) número 54387-98531,18-09-1995,"Acórdão (RESP) número 54387-98531, publicado em 18-09-1995, Superior Tribunal de Justiça, 1ª turma"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.10:acordao:2011-04-12;0000445-16.2010.5.03.0145,Acórdão TRT 3ª / Decima Turma / 2011-04-12,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.10:acordao:2011-04-12;0000445-16.2010.5.03.0145,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 10ª turma",Acórdão número 0000445-16.2010.5.03.0145,12-04-2011,"Acórdão número 0000445-16.2010.5.03.0145, publicado em 12-04-2011, Tribunal Regional do Trabalho, 10ª turma, da 3ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1999-05-04;203815-273653,REsp 203815 / RJ,urn:lex:br:superior.tribunal.justica;turma.1:acordao;resp:1999-05-04;203815-273653,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RESP) número 203815-273653,04-05-1999,"Acórdão (RESP) número 203815-273653, publicado em 04-05-1999, Superior Tribunal de Justiça, 1ª turma"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:lei:1993-01-07;407,"Lei nº 407, de 07 de janeiro de 1993",urn:lex:br;distrito.federal:distrital:lei:1993-01-07;407,legislation,Brasil,Distrito Federal,,,,,Lei Distrital 407,07-01-1993,"Lei Distrital 407, promulgada em 07-01-1993, Estado de Distrito Federal, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:federal:decreto:1974-03-14;73845,"Decreto nº 73.845, de 14 de Março de 1974",urn:lex:br:federal:decreto:1974-03-14;73845,legislation,Brasil,,,,,,Decreto Federal 73845,14-03-1974,"Decreto Federal 73845, promulgada em 14-03-1974, Brasil"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2020-10-16;0010067-95.2018.5.03.0030,Acórdão PJe TRT 3ª / Terceira Turma / 2020-10-16,urn:lex:br;justica.trabalho;regiao.3:tribunal.regional.trabalho;turma.3:acordao:2020-10-16;0010067-95.2018.5.03.0030,jurisprudence,Brasil,,,Justiça do Trabalho,3ª região,"Tribunal Regional do Trabalho, 3ª turma",Acórdão número 0010067-95.2018.5.03.0030,16-10-2020,"Acórdão número 0010067-95.2018.5.03.0030, publicado em 16-10-2020, Tribunal Regional do Trabalho, 3ª turma, da 3ª região, Justiça do Trabalho"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;rr:2015-09-16;481-2012-444-2-0,Acórdão do processo Nº RR-AIRR - 481-90.2012.5.02.0444,urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;rr:2015-09-16;481-2012-444-2-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 1ª turma",Acórdão (RR) número 481-2012-444-2-0,16-09-2015,"Acórdão (RR) número 481-2012-444-2-0, publicado em 16-09-2015, Tribunal Superior do Trabalho, 1ª turma"
registro transportador,2025-06-06 12:29:12,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.lei;pl:2006-09-05;7452,PL 7452/2006,urn:lex:br:camara.deputados:projeto.lei;pl:2006-09-05;7452,legislation,Brasil,,,,,,Projeto.Lei (Pl) Camara.Deputados 7452,05-09-2006,"Projeto.Lei (Pl) Camara.Deputados 7452, promulgada em 05-09-2006, Brasil"
registro transportador,2025-06-06 12:29:12,"https://www.lexml.gov.br/urn/urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.2:acordao:2012-04-26;3802-000.933,4753656",Acórdão nº 3802-000.933 do Processo 10907.001494/2008-55,"urn:lex:br:conselho.administrativo.recursos.fiscais;secao.julgamento.3;turma.especial.2:acordao:2012-04-26;3802-000.933,4753656",jurisprudence,Brasil,,,,,"Conselho Administrativo Recursos Fiscais, Secao Julgamento 3","Acórdão número 3802-000.933,4753656",26-04-2012,"Acórdão número 3802-000.933,4753656, publicado em 26-04-2012, Conselho Administrativo Recursos Fiscais, Secao Julgamento 3"
RNTRC,2025-06-06 12:29:20,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.decreto.legislativo;pdc:2009-06-30;1664,PDC 1664/2009,urn:lex:br:camara.deputados:projeto.decreto.legislativo;pdc:2009-06-30;1664,legislation,Brasil,,,,,,Projeto.Decreto.Legislativo (Pdc) Camara.Deputados 1664,30-06-2009,"Projeto.Decreto.Legislativo (Pdc) Camara.Deputados 1664, promulgada em 30-06-2009, Brasil"
RNTRC,2025-06-06 12:29:20,https://www.lexml.gov.br/urn/urn:lex:br:camara.deputados:projeto.decreto.legislativo;pdc:2010-07-07;2828,PDC 2828/2010,urn:lex:br:camara.deputados:projeto.decreto.legislativo;pdc:2010-07-07;2828,legislation,Brasil,,,,,,Projeto.Decreto.Legislativo (Pdc) Camara.Deputados 2828,07-07-2010,"Projeto.Decreto.Legislativo (Pdc) Camara.Deputados 2828, promulgada em 07-07-2010, Brasil"
RNTRC,2025-06-06 12:29:20,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;ag:2021-09-15;978-2012-291-4-0,Acórdão do processo Nº Ag-RR - 978-24.2012.5.04.0291,urn:lex:br:tribunal.superior.trabalho;turma.1:acordao;ag:2021-09-15;978-2012-291-4-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 1ª turma",Acórdão (AG) número 978-2012-291-4-0,15-09-2021,"Acórdão (AG) número 978-2012-291-4-0, publicado em 15-09-2021, Tribunal Superior do Trabalho, 1ª turma"
RNTRC,2025-06-06 12:29:20,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2021-09-29;11323-2017-7-15-0,Acórdão do processo Nº AIRR - 11323-46.2017.5.15.0007,urn:lex:br:tribunal.superior.trabalho;turma.3:acordao;airr:2021-09-29;11323-2017-7-15-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 3ª turma",Acórdão (AIRR) número 11323-2017-7-15-0,29-09-2021,"Acórdão (AIRR) número 11323-2017-7-15-0, publicado em 29-09-2021, Tribunal Superior do Trabalho, 3ª turma"
RNTRC,2025-06-06 12:29:20,https://www.lexml.gov.br/urn/urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;rr:2017-05-24;1364-2012-802-4-0,Acórdão do processo Nº RR - 1364-73.2012.5.04.0802,urn:lex:br:tribunal.superior.trabalho;turma.5:acordao;rr:2017-05-24;1364-2012-802-4-0,jurisprudence,Brasil,,,,,"Tribunal Superior do Trabalho, 5ª turma",Acórdão (RR) número 1364-2012-802-4-0,24-05-2017,"Acórdão (RR) número 1364-2012-802-4-0, publicado em 24-05-2017, Tribunal Superior do Trabalho, 5ª turma"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:1992-01-16;13727,"Decreto nº 13727, de 16 de janeiro de 1992",urn:lex:br;distrito.federal:distrital:decreto:1992-01-16;13727,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 13727,16-01-1992,"Decreto Distrital 13727, promulgada em 16-01-1992, Estado de Distrito Federal, Brasil"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.1:acordao;ms:2012-05-29;30926-4156078,MS 30926 / PE - PERNAMBUCO,urn:lex:br:supremo.tribunal.federal;turma.1:acordao;ms:2012-05-29;30926-4156078,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 1ª turma",Acórdão (MS) número 30926-4156078,29-05-2012,"Acórdão (MS) número 30926-4156078, publicado em 29-05-2012, Supremo Tribunal Federal, 1ª turma"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br;distrito.federal:distrital:decreto:1993-12-22;15355,"Decreto nº 15355, de 22 de dezembro de 1993",urn:lex:br;distrito.federal:distrital:decreto:1993-12-22;15355,legislation,Brasil,Distrito Federal,,,,,Decreto Distrital 15355,22-12-1993,"Decreto Distrital 15355, promulgada em 22-12-1993, Estado de Distrito Federal, Brasil"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;turma.2:acordao;ms:2011-12-06;30061-3999083,MS 30061 / DF - DISTRITO FEDERAL,urn:lex:br:supremo.tribunal.federal;turma.2:acordao;ms:2011-12-06;30061-3999083,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, 2ª turma",Acórdão (MS) número 30061-3999083,06-12-2011,"Acórdão (MS) número 30061-3999083, publicado em 06-12-2011, Supremo Tribunal Federal, 2ª turma"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.2:acordao;rms:2023-09-18;71279-2343447,AgInt no RMS 71279 / MS,urn:lex:br:superior.tribunal.justica;turma.2:acordao;rms:2023-09-18;71279-2343447,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 2ª turma",Acórdão (RMS) número 71279-2343447,18-09-2023,"Acórdão (RMS) número 71279-2343447, publicado em 18-09-2023, Superior Tribunal de Justiça, 2ª turma"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:supremo.tribunal.federal;plenario:acordao;ms:1957-09-09;4503-1423458,MS 4503 / SP - SÃO PAULO,urn:lex:br:supremo.tribunal.federal;plenario:acordao;ms:1957-09-09;4503-1423458,jurisprudence,Brasil,,,,,"Supremo Tribunal Federal, Plenario",Acórdão (MS) número 4503-1423458,09-09-1957,"Acórdão (MS) número 4503-1423458, publicado em 09-09-1957, Supremo Tribunal Federal, Plenario"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:superior.tribunal.justica;turma.1:acordao;rms:2013-10-17;43781-1353102,RMS 43781 / RJ,urn:lex:br:superior.tribunal.justica;turma.1:acordao;rms:2013-10-17;43781-1353102,jurisprudence,Brasil,,,,,"Superior Tribunal de Justiça, 1ª turma",Acórdão (RMS) número 43781-1353102,17-10-2013,"Acórdão (RMS) número 43781-1353102, publicado em 17-10-2013, Superior Tribunal de Justiça, 1ª turma"
segurança veicular,2025-06-06 12:29:22,https://www.lexml.gov.br/urn/urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2017;1001104589,Geração smartphone,urn:lex:br:rede.virtual.bibliotecas:artigo.revista:2017;1001104589,legislation,Brasil,,,,,,Artigo.Revista Rede.Virtual.Bibliotecas 1001104589,2017,"Artigo.Revista Rede.Virtual.Bibliotecas 1001104589, promulgada em 2017, Brasil"
